event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27219157289,true,2002-07-12 00:00:00.000,13.857,8.208,"3","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157290,true,2002-07-15 00:00:00.000,13.969,8.165,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157291,true,2002-07-17 00:00:00.000,13.958,8.17,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157292,true,2002-07-17 00:00:00.000,13.972,8.165,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157293,true,2002-07-17 00:00:00.000,13.96,8.148,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157294,true,2002-07-18 00:00:00.000,13.979,8.157,"2","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157295,true,2002-07-18 00:00:00.000,13.986,8.156,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157296,true,2002-07-19 00:00:00.000,13.941,8.178,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157297,true,2002-07-19 00:00:00.000,13.931,8.174,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157298,true,2002-07-20 00:00:00.000,13.939,8.17,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157299,true,2002-07-29 00:00:00.000,14.09,8.166,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157300,true,2002-07-29 00:00:00.000,13.973,8.245,"2","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157301,true,2002-07-29 00:00:00.000,13.96,8.254,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157302,true,2002-07-29 00:00:00.000,13.941,8.255,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157303,true,2002-07-30 00:00:00.000,13.959,8.283,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157304,true,2002-07-30 00:00:00.000,13.919,8.299,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157305,true,2002-07-30 00:00:00.000,13.952,8.27,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157306,true,2002-07-30 00:00:00.000,13.979,8.298,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
